s_thresh,v_thresh,3/3,3/5,3/7,3/9,3/11,3/13,3/15,3/17,3/19,3/21,3/23,3/25,3/27,3/29,3/31,3/33,3/35,3/37,3/39,3/41,3/43,3/45,3/47,3/49,3/51,5/3,5/5,5/7,5/9,5/11,5/13,5/15,5/17,5/19,5/21,5/23,5/25,5/27,5/29,5/31,5/33,5/35,5/37,5/39,5/41,5/43,5/45,5/47,5/49,5/51,7/3,7/5,7/7,7/9,7/11,7/13,7/15,7/17,7/19,7/21,7/23,7/25,7/27,7/29,7/31,7/33,7/35,7/37,7/39,7/41,7/43,7/45,7/47,7/49,7/51,9/3,9/5,9/7,9/9,9/11,9/13,9/15,9/17,9/19,9/21,9/23,9/25,9/27,9/29,9/31,9/33,9/35,9/37,9/39,9/41,9/43,9/45,9/47,9/49,9/51,11/3,11/5,11/7,11/9,11/11,11/13,11/15,11/17,11/19,11/21,11/23,11/25,11/27,11/29,11/31,11/33,11/35,11/37,11/39,11/41,11/43,11/45,11/47,11/49,11/51
8,97,44,31,26,24,23,22,21,21,19,19,20,19,19,19,19,19,19,18,18,18,18,18,18,18,20,25,22,20,21,17,17,17,17,17,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,13,13,13,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,7,7,7,7,7,7,7,7,7,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
8,98,40,30,26,24,23,22,21,21,19,19,20,19,19,19,19,19,19,18,18,18,18,18,18,20,18,24,22,20,19,17,17,17,17,17,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,13,13,13,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,7,7,7,7,7,7,7,7,7,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
8,99,40,30,26,24,23,22,21,21,19,19,20,19,19,19,19,19,19,18,18,18,18,18,18,20,18,24,23,21,20,18,18,18,18,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,13,13,13,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,7,7,7,7,7,7,7,7,7,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
8,100,43,32,28,26,23,22,21,21,20,20,20,20,20,20,19,19,19,18,18,18,18,18,18,20,18,25,24,21,20,18,18,18,18,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,14,14,14,14,14,14,14,14,14,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,7,7,7,7,7,7,7,7,7,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
8,101,44,33,29,26,23,22,21,21,20,20,20,20,20,20,19,19,19,18,18,18,18,18,18,20,18,25,22,19,19,18,18,18,18,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,14,14,14,14,14,14,14,14,14,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,7,7,7,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
8,102,43,32,28,25,23,22,21,21,20,20,20,20,20,20,19,19,19,18,18,18,18,18,18,20,18,25,22,19,19,18,18,18,18,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,14,14,14,14,14,14,14,14,14,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,7,7,7,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
8,103,43,32,27,24,22,21,21,21,20,20,20,20,20,20,19,19,19,18,18,18,18,18,18,20,18,27,23,21,21,20,20,20,20,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,20,21,14,14,14,14,14,14,14,14,14,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,9,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
8,104,42,31,27,23,22,21,21,21,20,20,20,20,19,19,19,19,19,18,18,18,18,18,18,20,18,26,23,21,21,20,20,20,20,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,20,21,14,14,14,14,14,14,14,14,14,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,9,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
8,105,44,34,30,26,25,24,24,24,23,23,23,23,22,22,22,22,22,21,20,20,19,19,19,21,19,26,23,21,21,20,20,20,20,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,20,21,15,15,15,15,15,15,15,15,15,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,11,11,11,11,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,10,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
8,106,47,37,33,28,26,25,24,24,23,23,22,22,22,22,22,21,21,20,19,19,19,19,19,21,19,27,23,22,21,20,20,20,20,19,19,20,18,18,18,18,18,18,18,18,18,18,18,18,18,18,15,15,15,15,15,15,15,15,15,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,11,11,11,11,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,10,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
8,107,45,38,34,28,26,25,25,25,24,23,23,23,23,23,22,22,22,19,19,19,19,19,19,21,19,26,23,22,21,20,20,20,20,19,19,20,18,18,18,18,18,18,18,18,18,18,18,18,18,18,16,16,16,16,16,16,16,16,16,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,11,11,11,11,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,10,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
9,93,39,32,26,22,21,20,19,19,18,18,18,18,18,18,18,18,18,18,18,17,17,17,17,17,19,25,22,20,20,17,17,17,17,17,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,11,11,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,10,10,10,10,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,6,6,6,6,6,6,6,6,6,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
9,94,43,34,26,22,20,19,19,19,18,18,18,18,18,18,18,18,18,18,21,17,17,17,17,17,19,25,22,20,20,17,17,17,17,17,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,11,11,11,11,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,10,10,10,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
9,95,43,34,26,22,21,20,20,20,18,19,18,18,18,18,18,18,18,18,17,17,17,17,17,17,19,25,22,20,20,17,17,17,17,17,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,12,12,12,12,12,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,10,10,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
9,96,44,32,26,22,22,21,21,21,18,19,19,18,18,18,18,18,18,18,17,17,17,17,17,17,19,25,22,20,20,17,17,17,17,17,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,13,13,13,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,7,7,7,7,7,7,7,7,7,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
9,97,44,33,28,25,23,22,21,21,19,19,20,19,19,19,19,19,19,18,18,18,18,18,18,18,20,25,22,20,20,17,17,17,17,17,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,13,13,13,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,7,7,7,7,7,7,7,7,7,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
9,98,40,32,28,25,23,22,21,21,19,19,20,19,19,19,19,19,19,18,18,18,18,18,18,20,18,25,22,20,21,17,17,17,17,17,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,13,13,13,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,7,7,7,7,7,7,7,7,7,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
9,99,40,32,28,25,23,22,21,21,19,19,20,19,19,19,19,19,19,18,18,18,18,18,18,20,18,25,23,21,22,18,18,18,18,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,13,13,13,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,7,7,7,7,7,7,7,7,7,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
9,100,43,34,30,27,23,22,21,21,20,20,20,20,20,20,19,19,19,18,18,18,18,18,18,20,18,25,23,21,20,18,18,18,18,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,14,14,14,14,14,14,14,14,14,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,7,7,7,7,7,7,7,7,7,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
9,101,44,33,29,26,23,22,21,21,20,20,20,20,20,20,19,19,19,18,18,18,18,18,18,20,18,25,21,19,19,18,18,18,18,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,14,14,14,14,14,14,14,14,14,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,7,7,7,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
9,102,43,32,28,25,23,22,21,21,20,20,20,20,20,20,19,19,19,18,18,18,18,18,18,20,18,25,21,19,19,18,18,18,18,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,14,14,14,14,14,14,14,14,14,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,7,7,7,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
9,103,43,32,27,24,22,21,21,21,20,20,20,20,20,20,19,19,19,18,18,18,18,18,18,20,18,27,22,21,21,20,20,20,20,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,20,21,14,14,14,14,14,14,14,14,14,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,9,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
9,104,42,31,27,23,22,21,21,21,20,20,20,20,19,19,19,19,19,18,18,18,18,18,18,20,18,26,22,21,21,20,20,20,20,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,20,21,14,14,14,14,14,14,14,14,14,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,9,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
9,105,44,34,30,26,25,24,24,24,23,23,23,23,22,22,22,22,22,21,20,20,19,19,19,21,19,26,22,21,21,20,20,20,20,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,20,21,15,15,15,15,15,15,15,15,15,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,11,11,11,11,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,10,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
9,106,47,37,33,28,26,25,24,24,23,23,22,22,22,22,22,21,21,20,19,19,19,19,19,21,19,27,23,22,21,20,20,20,20,19,19,20,18,18,18,18,18,18,18,18,18,18,18,18,18,18,15,15,15,15,15,15,15,15,15,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,11,11,11,11,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,10,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
9,107,45,38,34,28,26,25,25,25,24,23,23,23,23,23,22,22,22,19,19,19,19,19,19,21,19,26,23,22,21,20,20,20,20,19,19,20,18,18,18,18,18,18,18,18,18,18,18,18,18,18,16,16,16,16,16,16,16,16,16,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,11,11,11,11,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,10,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
10,93,41,32,27,22,21,20,19,19,18,18,18,18,18,18,18,18,18,18,18,17,17,17,17,17,19,25,22,20,20,17,17,17,17,17,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,11,11,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,10,10,10,10,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
10,94,45,34,27,22,20,19,19,19,18,18,18,18,18,18,18,18,18,18,21,17,17,17,17,17,19,25,22,20,20,17,17,17,17,17,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,11,11,11,11,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,10,10,10,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
10,95,44,34,27,22,21,20,20,20,18,19,18,18,18,18,18,18,18,18,17,17,17,17,17,17,19,25,22,20,20,17,17,17,17,17,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,12,12,12,12,12,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,10,10,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
10,96,45,32,27,22,22,21,21,21,18,19,19,18,18,18,18,18,18,18,17,17,17,17,17,17,19,25,22,20,20,17,17,17,17,17,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,13,13,13,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
10,97,46,33,29,25,23,22,21,21,19,19,20,19,19,19,19,19,19,18,18,18,18,18,18,18,20,25,22,20,20,17,17,17,17,17,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,13,13,13,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
10,98,41,32,29,25,23,22,21,21,19,19,20,19,19,19,19,19,19,18,18,18,18,18,18,20,18,25,22,20,21,17,17,17,17,17,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,13,13,13,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
10,99,41,32,29,25,23,22,21,21,19,19,20,19,19,19,19,19,19,18,18,18,18,18,18,20,18,25,23,21,22,18,18,18,18,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,13,13,13,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
10,100,44,34,31,27,23,22,21,21,20,20,20,20,20,20,19,19,19,18,18,18,18,18,18,20,18,25,23,21,20,18,18,18,18,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,14,14,14,14,14,14,14,14,14,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
10,101,45,33,30,26,23,22,21,21,20,20,20,20,20,20,19,19,19,18,18,18,18,18,18,20,18,25,21,19,19,18,18,18,18,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,14,14,14,14,14,14,14,14,14,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
10,102,44,32,29,25,23,22,21,21,20,20,20,20,20,20,19,19,19,18,18,18,18,18,18,20,18,25,21,19,19,18,18,18,18,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,14,14,14,14,14,14,14,14,14,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
10,103,44,32,27,24,22,21,21,21,20,20,20,20,20,20,19,19,19,18,18,18,18,18,18,20,18,27,22,21,21,20,20,20,20,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,20,21,14,14,14,14,14,14,14,14,14,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
10,104,43,31,27,23,22,21,21,21,20,20,20,20,19,19,19,19,19,18,18,18,18,18,18,20,18,26,22,21,21,20,20,20,20,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,20,21,14,14,14,14,14,14,14,14,14,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
10,105,45,34,30,26,25,24,24,24,23,23,23,23,22,22,22,22,22,21,20,20,19,19,19,21,19,26,22,21,21,20,20,20,20,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,20,21,15,15,15,15,15,15,15,15,15,14,14,15,13,13,13,13,13,13,13,13,13,13,13,13,13,11,11,11,11,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
10,106,48,37,33,28,26,25,24,24,23,23,22,22,22,22,22,21,21,20,19,19,19,19,19,21,19,27,23,22,21,20,20,20,20,19,19,20,18,18,18,18,18,18,18,18,18,18,18,18,18,18,15,15,15,15,15,15,15,15,15,14,15,15,13,13,13,13,13,13,13,13,13,13,13,13,13,11,11,11,11,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
10,107,46,38,34,28,26,25,25,25,24,23,23,23,23,23,22,22,22,19,19,19,19,19,19,21,19,26,23,22,21,20,20,20,20,19,19,20,18,18,18,18,18,18,18,18,18,18,18,18,18,18,16,16,16,16,16,16,16,16,16,15,16,16,14,14,14,14,14,14,14,14,14,14,14,14,14,11,11,11,11,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
11,93,43,32,27,22,21,20,19,19,18,18,18,18,18,18,18,18,18,18,18,17,17,17,17,17,19,23,20,18,18,15,15,15,15,15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,11,11,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,10,10,10,10,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
11,94,47,34,27,22,20,19,19,19,18,18,18,18,18,18,18,18,18,18,21,17,17,17,17,17,19,23,20,18,18,15,15,15,15,15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,11,11,11,11,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,10,10,10,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
11,95,46,34,27,22,21,20,20,20,18,19,18,18,18,18,18,18,18,18,17,17,17,17,17,17,19,24,21,19,19,16,16,16,16,16,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,12,12,12,12,12,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,10,10,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
11,96,47,32,27,22,22,21,21,21,18,19,19,18,18,18,18,18,18,18,17,17,17,17,17,17,19,24,21,19,19,16,16,16,16,16,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,12,12,12,12,12,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
11,97,47,33,29,25,23,22,21,21,19,19,20,19,19,19,19,19,19,18,18,18,18,18,18,18,20,24,21,19,19,16,16,16,16,16,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,12,12,12,12,12,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
11,98,43,32,29,25,23,22,21,21,19,19,20,19,19,19,19,19,19,18,18,18,18,18,18,20,18,25,21,19,20,16,16,16,16,16,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,12,12,12,12,12,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
11,99,43,32,29,25,23,22,21,21,19,19,20,19,19,19,19,19,19,18,18,18,18,18,18,20,18,25,21,19,20,16,16,16,16,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,12,12,12,12,12,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
11,100,44,34,31,27,24,23,22,22,20,20,21,20,20,20,19,19,19,18,18,18,18,18,18,20,18,25,21,19,18,16,16,16,16,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,13,13,13,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
11,101,45,33,30,26,24,23,22,22,20,20,21,20,20,20,19,19,19,18,18,18,18,18,18,20,18,26,21,20,18,17,17,17,17,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,13,13,13,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
11,102,44,32,29,25,24,23,22,22,20,20,21,20,20,20,19,19,19,18,18,18,18,18,18,20,18,26,21,20,18,17,17,17,17,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,13,13,13,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
11,103,44,32,27,24,23,22,22,22,20,20,20,20,20,20,19,19,19,18,18,18,18,18,18,20,18,27,22,21,20,19,19,19,19,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,13,13,13,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
11,104,43,31,27,23,23,22,22,22,20,20,20,20,19,19,19,19,19,18,18,18,18,18,18,20,18,27,21,20,20,19,19,19,19,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,13,13,13,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
